"ID","Code","SetNumber","CardNumber","CharacterName","SeriesName","Rarity","ImageUrl","HasImage"
"NS-02-M10-UR-001","NS02M10001","NS-02-M10","001","Kana Arima","Oshi no Ko","UR","https://lh3.googleusercontent.com/d/1qYn5lPTJDmG-X1FndmVgMDD-sL3GO9kJ","YES"
"NS-02-M10-UR-002","NS02M10002","NS-02-M10","002","Ai Hoshino","Oshi no Ko","UR","https://lh3.googleusercontent.com/d/10OJwxnRZOAbFVa-SZniCKuU0Qaznj1jq","YES"
"NS-02-M11-MSR-001","NS02M11001","NS-02-M11","001","Zero Two","Darling in the Franxx","MSR","https://lh3.googleusercontent.com/d/1Jm10Dk2hY7owxJeGmbKCTiuRvtAI8Ic_","YES"
"NS-02-M11-MSR-002","NS02M11002","NS-02-M11","002","Yor Forger","Spy x Family","MSR","https://lh3.googleusercontent.com/d/1OPOheDpSvA7uCPV-gjbAJydG8HC0qelI","YES"
"NS-02-M11-MSR-003","NS02M11003","NS-02-M11","003","Ganyu","Genshin Impact","MSR","https://lh3.googleusercontent.com/d/1C4WXXxxULDjFKuwy5vbnBf6GJe193Zo4","YES"
"NS-02-M11-MSR-004","NS02M11004","NS-02-M11","004","Hitori Goto","Bocchi the Rock!","MSR","https://lh3.googleusercontent.com/d/1EVKHJLt4CwKcIfGqYVcMV1iBHyWDYbkV","YES"
"NS-02-M11-MSR-005","NS02M11005","NS-02-M11","005","Furina","Genshin Impact","MSR","https://lh3.googleusercontent.com/d/1nm4xOYgi6NPOBdK-695mC1QZlpRgxqb7","YES"
"NS-02-M11-MSR-006","NS02M11006","NS-02-M11","006","Archetto","Arknights","MSR","https://lh3.googleusercontent.com/d/1zNNN-daShTWo2ZbB0kT1IfLhSIBBN8h6","YES"
"NS-02-M11-UR-001","NS02M11001","NS-02-M11","001","Klee","Genshin Impact","UR","https://lh3.googleusercontent.com/d/1eNcA_tsQK2t9HBg5FRPXn6VLbonO2IJR","YES"
"NS-02-M11-UR-002","NS02M11002","NS-02-M11","002","Focalors","Genshin Impact","UR","https://lh3.googleusercontent.com/d/16H62qInzcHyYC2TTCXu16Ags6Ld-Afol","YES"
"NS-02-M11-UR-003","NS02M11003","NS-02-M11","003","Nilou","Genshin Impact","UR","https://lh3.googleusercontent.com/d/1gG447hSJ6oZjGeOcUhys1i2-h6ujUrCW","YES"
"NS-02-M11-UR-004","NS02M11004","NS-02-M11","004","Arima Kana","Oshi no Ko","UR","https://lh3.googleusercontent.com/d/10ytjKKN0EUmogpsAsgjwx3dnJ84JCNw0","YES"
"NS-02-M11-UR-005","NS02M11005","NS-02-M11","005","Morgan","Fate","UR","https://lh3.googleusercontent.com/d/1xjb8aflZuFQCvns7W38IkZVHd1C4a-LS","YES"
"NS-02-M11-UR-006","NS02M11006","NS-02-M11","006","Kafka","Honkai: Star Rail","UR","https://lh3.googleusercontent.com/d/1cbRzJqDXdEfrXhafQsV_7CI79uMfaxsJ","YES"
"NS-02-M11-PTR-001","NS02M11001","NS-02-M11","001","Kaori Miyazono","Your Lie in April","PTR","https://lh3.googleusercontent.com/d/1F3Kg5eFcA1Uo6JJV1xdqQQGKyBz2KA4V","YES"
"NS-02-M11-PTR-002","NS02M11002","NS-02-M11","002","Louise Francoise Le Blanc De La Valliere","Zero no Tsukaima","PTR","https://lh3.googleusercontent.com/d/1PXP5-izzPZUA_KVgg_yFlPLT1lgUBj3w","YES"
"NS-02-M11-PTR-003","NS02M11003","NS-02-M11","003","Mikoto Misaka","Toaru Kagaku no Railgun","PTR","https://lh3.googleusercontent.com/d/1kjPSU7qkgeUuhDjovobyiEmBLEPWWL8B","YES"
"NS-02-M11-PTR-004","NS02M11004","NS-02-M11","004","Rukia Kuchiki","Bleach","PTR","https://lh3.googleusercontent.com/d/1wBlXY69thVQQ9wBfJtjcZU3PH0MHnXkS","YES"
"NS-02-M11-PTR-005","NS02M11005","NS-02-M11","005","C.C.","Code Geass","PTR","https://lh3.googleusercontent.com/d/1Bd8-YEHnLzypbvllvd3hodvRhD49S_k7","YES"
"NS-02-M11-PTR-006","NS02M11006","NS-02-M11","006","Yor Forger","Spy x Family","PTR","https://lh3.googleusercontent.com/d/1eN4uzQ8Mn2seQ-vROGW6COpEjwzylPfT","YES"
"NS-02-M11-PTR-007","NS02M11007","NS-02-M11","007","Lynn Minmey","The Super Dimension Fortress Macross","PTR","https://lh3.googleusercontent.com/d/1uWG45PdwqWQMJtY1lY4Pylo_md4N8p69","YES"
"NS-02-M11-PTR-008","NS02M11008","NS-02-M11","008","Nia Teppelin","Gurren Lagann","PTR","https://lh3.googleusercontent.com/d/1c1YQCg_WBkSJjpU8ZcMIlgsLjnhOhPHq","YES"
"NS-02-M11-PTR-009","NS02M11009","NS-02-M11","009","Megumin","Konosuba: God's Blessing on this Wonderful World!","PTR","https://lh3.googleusercontent.com/d/1x-W3zh4xHhwnxKBH6-LRxn-m_zhfHcFa","YES"
"NS-02-M11-SER-001","NS02M11001","NS-02-M11","001","Izumi","Original Character","SER","https://lh3.googleusercontent.com/d/1DnJE7IK80f-1JLgvE0VcWxVxjncBu_2M","YES"
"NS-02-M11-SER-002","NS02M11002","NS-02-M11","002","Lotus","Original Character","SER","https://lh3.googleusercontent.com/d/1yB_vjc8kbFsEVHDkm5oN8H7Pr2bytwLN","YES"
"NS-02-M11-SER-003","NS02M11003","NS-02-M11","003","Morning Glory","Original Character","SER","https://lh3.googleusercontent.com/d/1zkhqr0x5bObBOke6xWJG_u-aWfmVhEQ_","YES"
"NS-02-M11-SER-004","NS02M11004","NS-02-M11","004","Cherry Blossoms","Original Character","SER","https://lh3.googleusercontent.com/d/1BKgWFovIvJUqa6nhmjj_Dfs7TuiH92v2","YES"
"NS-02-M11-SER-005","NS02M11005","NS-02-M11","005","Spring","Original Character","SER","https://lh3.googleusercontent.com/d/1u8xWQ20cdYSIfqq6DPGH8LpZCNoz23xj","YES"
"NS-02-M11-SER-006","NS02M11006","NS-02-M11","006","Hydrangea Umbrella","Original Character","SER","https://lh3.googleusercontent.com/d/1sWH46NeHOtMhHqo3ohx90S16vNBchKzg","YES"
"NS-02-M11-SSR-001","NS02M11001","NS-02-M11","001","Nanachi","Made in Abyss","SSR","https://lh3.googleusercontent.com/d/1TDDnqW4Wi9PGDu8zhtlU1Mf_C24EP55x","YES"
"NS-02-M11-SSR-002","NS02M11002","NS-02-M11","002","Hu Tao","Genshin Impact","SSR","https://lh3.googleusercontent.com/d/1JCOQrHg3vVciBL95cKkUvkbpbbZd0eCt","YES"
"NS-02-M11-SSR-003","NS02M11003","NS-02-M11","003","Grass Wonder","Uma Musume: Pretty Derby","SSR","https://lh3.googleusercontent.com/d/1oBNIjtUtvNIDceTlUPuFPuJGNF6_JPqM","YES"
"NS-02-M11-SSR-004","NS02M11004","NS-02-M11","004","Hatsune Miku","Vocaloid","SSR","https://lh3.googleusercontent.com/d/1-4PmW9NOppgHHvEt3W4DwkH6_G4qPHLy","YES"
"NS-02-M11-SSR-005","NS02M11005","NS-02-M11","005","Amiya","Arknights","SSR","https://lh3.googleusercontent.com/d/1r8FHXnpeO0-gtyDUMcf_88NvtjG_Vs8V","YES"
"NS-02-M11-SSR-006","NS02M11006","NS-02-M11","006","Krul Tepes","Owari no Seraph","SSR","https://lh3.googleusercontent.com/d/1xbbhS4nmdPH35I3F764u2-Ibhy42yYf9","YES"
"NS-02-M11-SSR-007","NS02M11007","NS-02-M11","007","Sailor Moon","Sailor Moon","SSR","https://lh3.googleusercontent.com/d/1cwcs9Ozvpt_D2y4UTIfa2YYrHejYyMK7","YES"
"NS-02-M11-SSR-008","NS02M11008","NS-02-M11","008","Princess of the Crystal","Mawaru Penguindrum","SSR","https://lh3.googleusercontent.com/d/18O_VYmNaHRDC9oqmLgGDnHiNAomPBEcj","YES"
"NS-02-M11-SSR-009","NS02M11009","NS-02-M11","009","Yotsugi Ononoki","Monogatari","SSR","https://lh3.googleusercontent.com/d/1yH7IVASZcRurtJD2XLrP9CTr0jQmyiJ5","YES"
"NS-02-M11-SSR-010","NS02M11010","NS-02-M11","010","Kuon","Utawarerumono","SSR","https://lh3.googleusercontent.com/d/1D0Z5aOvcYlrBSDGj-y7QKv8NuqElTriO","YES"
"NS-02-M11-SSR-011","NS02M11011","NS-02-M11","011","Nakagawa Kanon","Kami nomi zo Shiru Sekai","SSR","https://lh3.googleusercontent.com/d/1d9jjWbhPMt1LP6SO6H5f-Yl5GMOoOYLa","YES"
"NS-02-M11-SSR-012","NS02M11012","NS-02-M11","012","Sakura Kinomoto","Cardcaptor Sakura","SSR","https://lh3.googleusercontent.com/d/1d6Bl5_uPgXwzgHlZmohBaJ20tiiG99Pb","YES"
"NS-02-M11-SSR-013","NS02M11013","NS-02-M11","013","Zero Two","Darling in the Franxx","SSR","https://lh3.googleusercontent.com/d/11bj8czVXm3Nq8b3IGVZrx1Zyyr0Mr3Yz","YES"
"NS-02-M11-SSR-014","NS02M11014","NS-02-M11","014","Ichigo","Darling in the Franxx","SSR","https://lh3.googleusercontent.com/d/1qx726WPZGhqAT4_22bOniJOYPDVgqa0A","YES"
"NS-02-M11-SSR-015","NS02M11015","NS-02-M11","015","Miku","Darling in the Franxx","SSR","https://lh3.googleusercontent.com/d/16fWmNy_tHrF4D98xINTIAwVvwvKGIA0V","YES"
"NS-02-M11-SSR-016","NS02M11016","NS-02-M11","016","Kokoro","Darling in the Franxx","SSR","https://lh3.googleusercontent.com/d/1Nr7SXSIR11YgnT0DGhfACI3_3m6eoDWN","YES"
"NS-02-M11-SSR-017","NS02M11017","NS-02-M11","017","Ikuno","Darling in the Franxx","SSR","https://lh3.googleusercontent.com/d/1dtJMByTeLD66DZQTZZLqZy4UmRldTzRq","YES"
"NS-02-M11-SSR-018","NS02M11018","NS-02-M11","018","Reimu Hakurei","Touhou Project","SSR","https://lh3.googleusercontent.com/d/152zZ7aHMAvODuRO5e6HXIgJGtMCe9ufY","YES"
"NS-02-M11-SSR-019","NS02M11019","NS-02-M11","019","Marisa Kirisame","Touhou Project","SSR","https://lh3.googleusercontent.com/d/1y16J9ioz6uMF8TcnRVeodB9TpX9W7Dv0","YES"
"NS-02-M11-SSR-020","NS02M11020","NS-02-M11","020","Alice Margatroid","Touhou Project","SSR","https://lh3.googleusercontent.com/d/1ZiA15JUeRPvrOed7EJ6YquQyBE49V4P4","YES"
"NS-02-M11-SSR-021","NS02M11021","NS-02-M11","021","KAngel","Needy Streamer Overdose","SSR","https://lh3.googleusercontent.com/d/1_ucuNthlPN972P8TmU5MXRX5lAjBMlXV","YES"
"NS-02-M11-SSR-022","NS02M11022","NS-02-M11","022","Suletta Mercury","Mobile Suit Gundam: The Witch from Mercury","SSR","https://lh3.googleusercontent.com/d/1Ymv2wA_lzjQq1_bszpFQIWHcEwWGMXB2","YES"
"NS-02-M11-SSR-023","NS02M11023","NS-02-M11","023","Miorine Rembran","Mobile Suit Gundam: The Witch from Mercury","SSR","https://lh3.googleusercontent.com/d/1oaVLPIU0RyUigCyCjwIEaDU9u5axAbfN","YES"
"NS-02-M11-SSR-024","NS02M11024","NS-02-M11","024","Veyle","Fire Emblem","SSR","https://lh3.googleusercontent.com/d/1BkarfB04ipuazjmCyUtmMHplHoOlmNmI","YES"
"NS-02-M11-SSR-025","NS02M11025","NS-02-M11","025","Keqing","Genshin Impact","SSR","https://lh3.googleusercontent.com/d/19FHwfSlv07A79dmaugLbA5gHzMPnkDbx","YES"
"NS-02-M11-SSR-026","NS02M11026","NS-02-M11","026","Mudrock","Arknights","SSR","https://lh3.googleusercontent.com/d/18Y29v1c9kvO71dKA_ewj0K-AGjl_xF-e","YES"
"NS-02-M11-SSR-027","NS02M11027","NS-02-M11","027","Sunaookami Shiroko","Blue Archive","SSR","https://lh3.googleusercontent.com/d/1PbNic36vtPwu_mq4LR8fxy_BStAMukZg","YES"
"NS-02-M11-SCR-001","NS02M11001","NS-02-M11","001","Kamisato Ayaka","Genshin Impact","SCR","https://lh3.googleusercontent.com/d/1DrxIlPV0J6PLI8y7KG3ssMIrP7yXp8s5","YES"
"NS-02-M11-SCR-002","NS02M11002","NS-02-M11","002","Shana","Shakugan no Shana","SCR","https://lh3.googleusercontent.com/d/1V5NimAu_G5TPeQw9JygT2N5bQlYdU5E3","YES"
"NS-02-M11-SCR-003","NS02M11003","NS-02-M11","003","Nono","Top wo Nerae 2!","SCR","https://lh3.googleusercontent.com/d/1CFVDiKv2Km4J80NAK5Mp2HElj9y0Y5i5","YES"
"NS-02-M11-SCR-004","NS02M11004","NS-02-M11","004","Kuroko Shirai","A Certain Scientific Railgun","SCR","https://lh3.googleusercontent.com/d/1I-dWLid1QCisiuz6BQ5Pjs6hcz79mX2-","YES"
"NS-02-M11-SCR-005","NS02M11005","NS-02-M11","005","Taiga Aisaka","Toradora","SCR","https://lh3.googleusercontent.com/d/1uuT_Ca81WWPq7psWHvy7ILd6T9zNaXql","YES"
"NS-02-M11-SCR-006","NS02M11006","NS-02-M11","006","Ganyu","Genshin Impact","SCR","https://lh3.googleusercontent.com/d/1dY5CqUQEFaCKdq2Xwvle6mHwmbEgVXx2","YES"
"NS-02-M11-SCR-007","NS02M11007","NS-02-M11","007","Holo","Ookami to Koushinryou","SCR","https://lh3.googleusercontent.com/d/1pEVP4xM03slx8zFZkZoNxe86R5hAye06","YES"
"NS-02-M11-SCR-008","NS02M11008","NS-02-M11","008","Marin Kitagawa","My Dress-Up Darling","SCR","https://lh3.googleusercontent.com/d/1cRTmWnpwTpiW42tPt3XoSNaMXOs6TM1b","YES"
"NS-02-M11-SCR-009","NS02M11009","NS-02-M11","009","Kagura","Gin Tama","SCR","https://lh3.googleusercontent.com/d/1cQrbj4czXVFUNqjswpSRn9kvwAQ-ugwi","YES"
"NS-02-M11-SCR-010","NS02M11010","NS-02-M11","010","Princess Peach","Mario Bros","SCR","https://lh3.googleusercontent.com/d/1iVzKu3G1xjs4FtRLuz5Qcu0ueaWqXN6A","YES"
"NS-02-M11-SCR-011","NS02M11011","NS-02-M11","011","Lucy Kushinada","Cyberpunk: Edgerunners","SCR","https://lh3.googleusercontent.com/d/1seP5I1yUt1daSF6faa1z06F0fbejVL2n","YES"
"NS-02-M11-SCR-012","NS02M11012","NS-02-M11","012","Aqua","Konosuba: God's Blessing on this Wonderful World!","SCR","https://lh3.googleusercontent.com/d/1a08xaWIUcj3s7pB7KeVfTMB5pBsmXZw4","YES"
"NS-02-M11-SCR-013","NS02M11013","NS-02-M11","013","Ibuki Fuuko","Clannad","SCR","https://lh3.googleusercontent.com/d/1LeQPTAQ8Aj72Qn4JSRrHWzN1DE19Pfvf","YES"
"NS-02-M11-SCR-014","NS02M11014","NS-02-M11","014","Joan of Arc","Fate","SCR","https://lh3.googleusercontent.com/d/1-vLEWH2kJ01T4PhhTmaM8_K_82buVLLk","YES"
"NS-02-M11-SCR-015","NS02M11015","NS-02-M11","015","Asuka Langley Soryu","Evangelion","SCR","https://lh3.googleusercontent.com/d/1LkneJjLFqNSxxhKo3P-xOyRGB1nMuIhx","YES"
"NS-02-M11-SCR-016","NS02M11016","NS-02-M11","016","Black Rock Shooter","Black Rock Shooter","SCR","https://lh3.googleusercontent.com/d/1NW-TrKxVjXDXYAQY-3S5zh3fpBUYDhnv","YES"
"NS-02-M11-SCR-017","NS02M11017","NS-02-M11","017","Yutori Natsu","Blue Archive","SCR","https://lh3.googleusercontent.com/d/18XeXz1o6N9MTt2pLr18HR5k81DTrPEB2","YES"
"NS-02-M11-SCR-018","NS02M11018","NS-02-M11","018","Elysia","Honkai Impact 3rd","SCR","https://lh3.googleusercontent.com/d/1GfSDK8NdIDCrJiRZvzm4fIjyif99ty_S","YES"
"NS-02-M11-SR-001","NS02M11001","NS-02-M11","001","Lum","Urusei Yatsura","SR","https://lh3.googleusercontent.com/d/1ATmHxYzAf2RnBB2JVaHKepgn0TX2rsYO","YES"
"NS-02-M11-SR-002","NS02M11002","NS-02-M11","002","Togame","Katanagatari","SR","https://lh3.googleusercontent.com/d/1RKO0rRUcY05FYK5IZy0ZngGP8Anlahkn","YES"
"NS-02-M11-SR-003","NS02M11003","NS-02-M11","003","Prushka","Made in Abyss","SR","https://lh3.googleusercontent.com/d/1Ngu6Gm3n3tTd7K5szV6nIw7dHnIyXA5d","YES"
"NS-02-M11-SR-004","NS02M11004","NS-02-M11","004","Akemi Homura","Puella Magi Madoka Magica","SR","https://lh3.googleusercontent.com/d/1iz8MQH5iy3-cwVPn7T3ol9oyJ1XlpQn7","YES"
"NS-02-M11-SR-005","NS02M11005","NS-02-M11","005","Yoko Littner","Gurren Lagann","SR","https://lh3.googleusercontent.com/d/1Eo4DZOoycjSap79wbQEubf6C9wrv5eil","YES"
"NS-02-M11-SR-006","NS02M11006","NS-02-M11","006","Asirpa","Golden Kamuy","SR","https://lh3.googleusercontent.com/d/1P79fbhfv7sr6AHA6gyKaP27wRv8x26TT","YES"
"NS-02-M11-SR-007","NS02M11007","NS-02-M11","007","Rikka Takanashi","Chuunibyou Demo Koi ga Shitai!","SR","https://lh3.googleusercontent.com/d/18scOEAY0AxpCZuciskVraAiLn-iMEond","YES"
"NS-02-M11-SR-008","NS02M11008","NS-02-M11","008","Jolyne Cujoh","JoJo's Bizarre Adventure","SR","https://lh3.googleusercontent.com/d/1rYEsBBGX3d3bSGFKoI-Zg5sVYWxBcmww","YES"
"NS-02-M11-SR-009","NS02M11009","NS-02-M11","009","Shenhe","Genshin Impact","SR","https://lh3.googleusercontent.com/d/1lDeb2Z33TOZg3Br7wuvSNceydQ8q-Jvx","YES"
"NS-02-M11-SR-010","NS02M11010","NS-02-M11","010","Orihimi Inoue","Bleach","SR","https://lh3.googleusercontent.com/d/1ayfHkhQmdJjl4TSG7Xo18QIJBTUxW4v7","YES"
"NS-02-M11-SR-011","NS02M11011","NS-02-M11","011","Meimi Haneoka","Saint Tail","SR","https://lh3.googleusercontent.com/d/1VTl7TQ1IYJ31NYp1PK1N-CbHpKDrBAWK","YES"
"NS-02-M11-SR-012","NS02M11012","NS-02-M11","012","Ranni the Witch","Elden Ring","SR","https://lh3.googleusercontent.com/d/19cJd10vL7LtZL-MWTGwxeNwikoWmKjr8","YES"
"NS-02-M11-SR-013","NS02M11013","NS-02-M11","013","Hizuru Minakata","Summer Time Rendering","SR","https://lh3.googleusercontent.com/d/1vLmI4l3DfzAO3OoDzoZCV-CIYF4mGPcE","YES"
"NS-02-M11-SR-014","NS02M11014","NS-02-M11","014","Kurisu Makise","Steins;Gate","SR","https://lh3.googleusercontent.com/d/1i1M6VHvdzlvV7-_ykkStjibGh5szHSGl","YES"
"NS-02-M11-SR-015","NS02M11015","NS-02-M11","015","Emilia","Re: Zero","SR","https://lh3.googleusercontent.com/d/1iCpW0mX8n17kV8DtjksnXP8MpN-4Pv34","YES"
"NS-02-M11-SR-016","NS02M11016","NS-02-M11","016","Rem","Re: Zero","SR","https://lh3.googleusercontent.com/d/16jdQYPGF5TtdBpMQf8Hhw9YoMB6_KXJd","YES"
"NS-02-M11-SR-017","NS02M11017","NS-02-M11","017","Faruzan","Genshin Impact","SR","https://lh3.googleusercontent.com/d/1N4ZggcFzI59vLXdtmGX6Ldjfl6wGonJm","YES"
"NS-02-M11-SR-018","NS02M11018","NS-02-M11","018","Rukia Kuchiki","Bleach","SR","https://lh3.googleusercontent.com/d/1Bwzhuh9HWWbmmaCDHoFbD_EAm08Klmy7","YES"
"NS-02-M11-CR-001","NS02M11001","NS-02-M11","001","Motoko Kusanagi","Ghost in the Shell","CR","https://lh3.googleusercontent.com/d/1ACAKPUTNEZkzRe52xJUfKCkBOBfWxxOw","YES"
"NS-02-M11-CR-002","NS02M11002","NS-02-M11","002","Vivy","Fluorite Eye's Song","CR","https://lh3.googleusercontent.com/d/1Vpk5_J4SJA3OtZa--BiaZu7uF9fA01KX","YES"
"NS-02-M11-CR-003","NS02M11003","NS-02-M11","003","Ai Enma","Hell Girl","CR","https://lh3.googleusercontent.com/d/1fyUttEZMK1C10z1qaiATuBtUjTV4JO5d","YES"
"NS-02-M11-CR-004","NS02M11004","NS-02-M11","004","Lala Satalin Deviluke","To Love Ru","CR","https://lh3.googleusercontent.com/d/1RZ-zvF-XakTHAK5h13N57lD2jj6MAtGF","YES"
"NS-02-M11-CR-005","NS02M11005","NS-02-M11","005","Popura Taneshima","Working!!","CR","https://lh3.googleusercontent.com/d/1KMXSGlBMiFlN6wUXMwsqHD5dMa4iPlve","YES"
"NS-02-M11-CR-006","NS02M11006","NS-02-M11","006","Hitori Goto","Bocchi the Rock!","CR","https://lh3.googleusercontent.com/d/1Em9Fy51nbkQEBdbaFgmUGQqVZyGMQuKW","YES"
"NS-02-M11-CR-007","NS02M11007","NS-02-M11","007","Shinobu Oshino","Monogatari Series","CR","https://lh3.googleusercontent.com/d/11z4xc7hGxmxS0fnC4bDur0vZ0ZRv1O3T","YES"
"NS-02-M11-CR-008","NS02M11008","NS-02-M11","008","Karla","Kono Healer, Mendokusai","CR","https://lh3.googleusercontent.com/d/1gK-US-S3-mHM6ty6IC5r2phXCSUKTXbN","YES"
"NS-02-M11-CR-009","NS02M11009","NS-02-M11","009","Elaina","Wandering Witch: The Journey of Elaina","CR","https://lh3.googleusercontent.com/d/17EHsgWu8QcI17kofijGnovYrDtKiWm1m","YES"
"NS-02-M11-CR-010","NS02M11010","NS-02-M11","010","Uta","One Piece","CR","https://lh3.googleusercontent.com/d/1dlnr3CzV7G06ym040srrewavDHpgAJRY","YES"
"NS-02-M11-CR-011","NS02M11011","NS-02-M11","011","Alpha","The Eminence in Shadow","CR","https://lh3.googleusercontent.com/d/19Ufs9gjKyALy8VFSre3YXagl2cqgG1gS","YES"
"NS-02-M11-CR-012","NS02M11012","NS-02-M11","012","Iono","Pokemon","CR","https://lh3.googleusercontent.com/d/1FBtkVe_ggtcr_WA2n-fGNVZYHZEx-khU","YES"
"NS-02-M11-CR-013","NS02M11013","NS-02-M11","013","Mio Kofune","Summer Time Rendering","CR","https://lh3.googleusercontent.com/d/1c_IlS-BWAThRgjv8_fVWOnhfdn98ggFk","YES"
"NS-02-M11-CR-014","NS02M11014","NS-02-M11","014","Liko","Pokemon","CR","https://lh3.googleusercontent.com/d/1C9TMZjEjtrzE2VAA3UOvbq0BPCUMJePU","YES"
"NS-02-M11-CR-015","NS02M11015","NS-02-M11","015","Yumeko Jabami","Kakegurui","CR","https://lh3.googleusercontent.com/d/1t-eygcQOTOfqGX_EbeNAvw-Gm3M3mwwI","YES"
"NS-02-M11-CR-016","NS02M11016","NS-02-M11","016","Madoka Kaname","Puella Magi Madoka Magica","CR","https://lh3.googleusercontent.com/d/1EkUAVCJKJVBRuWDXdR_dGNwICqmMOHyK","YES"
"NS-02-M11-CR-017","NS02M11017","NS-02-M11","017","Lina Inverse","Slayers","CR","https://lh3.googleusercontent.com/d/1EnGdsRUVGfTlB4qLWnqv28bnt9YSHigf","YES"
"NS-02-M11-CR-018","NS02M11018","NS-02-M11","018","Kafka","Honkai: Star Rail","CR","https://lh3.googleusercontent.com/d/186lewPhDRTF1U8LgWFusZNVkvTqM3yjP","YES"
"NS-02-M11-R-001","NS02M11001","NS-02-M11","001","Shino Asada","Sword Art Online","R","https://lh3.googleusercontent.com/d/1Uteu2KDe1eVWPh9mEep9aKmkX8FttkP-","YES"
"NS-02-M11-R-002","NS02M11002","NS-02-M11","002","Haqua du Lot Herminium","The World God Only Knows","R","https://lh3.googleusercontent.com/d/1xPMuQNTAt88RN-YG4LA1tHdMGGe-Hybe","YES"
"NS-02-M11-R-003","NS02M11003","NS-02-M11","003","Aoi Yamada","Working!!","R","https://lh3.googleusercontent.com/d/1Rt8l7Jxcx0tILQJbwRrgPREmGTU7a6hw","YES"
"NS-02-M11-R-004","NS02M11004","NS-02-M11","004","Artoria Pendragon","Fate","R","https://lh3.googleusercontent.com/d/1K4LAc4U5w7YqplRzOsBTSHtZ6oyK0S2X","YES"
"NS-02-M11-R-005","NS02M11005","NS-02-M11","005","Atago","Kantai Collection","R","https://lh3.googleusercontent.com/d/1gJ6aOp4UKaw7-kKxtPDdyGJxVhqZsprR","YES"
"NS-02-M11-R-006","NS02M11006","NS-02-M11","006","Victorique de Blois","Gosick","R","https://lh3.googleusercontent.com/d/1mCE6sPQfAm6xfhextWE9fL7JBRA8SVxL","YES"
"NS-02-M11-R-007","NS02M11007","NS-02-M11","007","Momo Velia Deviluke","To Love Ru","R","https://lh3.googleusercontent.com/d/18Wl432kW0WHqDN1S5OSp4Wr5iDD3_9ir","YES"
"NS-02-M11-R-008","NS02M11008","NS-02-M11","008","2B","NieR:Automata","R","https://lh3.googleusercontent.com/d/1pw_ZPFTI8es2kr1eQIpvjfYsBs6wpWZo","YES"
"NS-02-M11-R-009","NS02M11009","NS-02-M11","009","Sawamura Spencer Eriri","Saenai Heroine no Sodatekata","R","https://lh3.googleusercontent.com/d/1a-ZNAQpuPAbkV4Y63nhmUO9HDwmt8G3b","YES"
"NS-02-M11-R-010","NS02M11010","NS-02-M11","010","Katou Megumi","Saenai Heroine no Sodatekata","R","https://lh3.googleusercontent.com/d/1TTFOnlxdzA_5W8NAh6ByxJq4XVzhMQJt","YES"
"NS-02-M11-R-011","NS02M11011","NS-02-M11","011","Sagiri Izumi","Eromanga Sensei","R","https://lh3.googleusercontent.com/d/1GeSxsuaFARvmBeEIL-AuCt7zWoQkva9J","YES"
"NS-02-M11-R-012","NS02M11012","NS-02-M11","012","Maka Albarn","Soul Eater","R","https://lh3.googleusercontent.com/d/1E2Wo4zKKRWJ-99ilDgwvGRuKwv2-8maB","YES"
"NS-02-M11-R-013","NS02M11013","NS-02-M11","013","Popuko","Pop Team Epic","R","https://lh3.googleusercontent.com/d/1oJIn1UqOW-4VEhLgBx55pImiHWp0NzST","YES"
"NS-02-M11-R-014","NS02M11014","NS-02-M11","014","Pipimi","Pop Team Epic","R","https://lh3.googleusercontent.com/d/1kNaq_6chB6sDP3y1WM4wpJn2jJO-xXf3","YES"
"NS-02-M11-R-015","NS02M11015","NS-02-M11","015","Ryuuguu Rena","Higurashi no Naku Koro ni","R","https://lh3.googleusercontent.com/d/1HLRbE1pQaCuyHqiAaV-0cYiXoptyzqNX","YES"
"NS-02-M11-R-016","NS02M11016","NS-02-M11","016","Mio Akiyama","K-ON!","R","https://lh3.googleusercontent.com/d/1Orve_vYTHLk7R5JsmIEKkVJaQqrck163","YES"
"NS-02-M11-R-017","NS02M11017","NS-02-M11","017","Eru Chitanda","Hyouka","R","https://lh3.googleusercontent.com/d/1LSRctfBEopfhgOg3aiSSj-_GmAy2_ANG","YES"
"NS-02-M11-R-018","NS02M11018","NS-02-M11","018","Ruri Gokou","","R","https://lh3.googleusercontent.com/d/1GVVUO-j3T3T-Si6HLDtKgIjPItB-jC3t","YES"
"NS-02-M11-PR-001","NS02M11001","NS-02-M11","001","Tobiichi Origami","Date A Live","PR","https://lh3.googleusercontent.com/d/1VcgfZWqeuXGi1OQ4nR91xsPbG42ELr4p","YES"
"NS-02-M11-PR-002","NS02M11002","NS-02-M11","002","Teletha Testarossa","Full Metal Panic!","PR","https://lh3.googleusercontent.com/d/1CRebb-as0KML9LNbgiUB26ZjZzs5yoXK","YES"
"NS-02-M11-PR-003","NS02M11003","NS-02-M11","003","Tachibana Kanade","Angel Beats!","PR","https://lh3.googleusercontent.com/d/1jym1G2bbhhaI71wH0GNjMKtzC1uqO1BS","YES"
"NS-02-M11-PR-004","NS02M11004","NS-02-M11","004","Echidna","Re: Zero","PR","https://lh3.googleusercontent.com/d/1VuVIDZiRY1soEN17HShhcnTnC4zik2Rx","YES"
